,0
JD,2459788
Date,7-27-2022
LST Range,15.855 -- 18.269 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,377
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 42 RF_ok: 11 digital_maintenance: 1 digital_ok: 87 not_connected: 3
Commanded Signal Source,antenna
Antennas in Commanded State,107 / 147 (72.8%)
Cross-Polarized Antennas,
Total Number of Nodes,15
Nodes Registering 0s,"N09, N18"
Nodes Not Correlating,"N10, N12"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,72 / 147 (49.0%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,118 / 147 (80.3%)
Redcal Done?,Y
Redcal Flagged Antennas,9 / 147 (6.1%)
Never Flagged Antennas,15 / 147 (10.2%)
A Priori Good Antennas Flagged,"76 / 87 total a priori good antennas: 5, 7, 9, 10, 15, 16, 19, 20, 21, 30, 37, 42, 45, 46, 50, 51, 53, 54, 55, 56, 57, 65, 66, 68, 69, 71, 72, 73, 81, 83, 84, 88, 91, 92, 93, 99, 101, 103, 105, 106, 107, 108, 109, 111, 117, 121, 122, 123, 128, 129, 130, 135, 138, 140, 141, 142, 145, 160, 161, 162, 165, 167, 169, 170, 176, 177, 178, 179, 181, 183, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"4 / 60 total a priori bad antennas: 3, 4, 100, 116"
